year,quarter,company,rnd_ratio,rnd_ratio_threshold,below_rnd_threshold,rnd_ratio_ok,rnd_ratio_below
2021,Q2,Rivian,0.39857142857142863,0.025,False,0.39857142857142863,
2021,Q3,Rivian,0.3988397389412618,0.025,False,0.3988397389412618,
2021,Q4,Rivian,0.38908085694540423,0.025,False,0.38908085694540423,
2022,Q1,Rivian,0.3720180528691167,0.025,False,0.3720180528691167,
2022,Q2,Rivian,0.367704280155642,0.025,False,0.367704280155642,
2022,Q3,Rivian,0.35024449877750613,0.025,False,0.35024449877750613,
2022,Q4,Rivian,0.35596446700507617,0.025,False,0.35596446700507617,
2023,Q1,Rivian,0.36167512690355325,0.025,False,0.36167512690355325,
2023,Q2,Rivian,0.33857315598548976,0.025,False,0.33857315598548976,
2023,Q3,Rivian,0.3635280095351609,0.025,False,0.3635280095351609,
2023,Q4,Rivian,0.3668639053254438,0.025,False,0.3668639053254438,
2024,Q1,Rivian,0.35654761904761906,0.025,False,0.35654761904761906,
2024,Q2,Rivian,0.3415591699383062,0.025,False,0.3415591699383062,
2024,Q3,Rivian,0.36830231246474904,0.025,False,0.36830231246474904,
2024,Q4,Rivian,0.3403113258185722,0.025,False,0.3403113258185722,
2025,Q1,Rivian,0.3425664217071792,0.025,False,0.3425664217071792,
2025,Q2,Rivian,0.3577728776185226,0.025,False,0.3577728776185226,
2025,Q3,Rivian,0.3539445628997868,0.025,False,0.3539445628997868,
2025,Q4,Rivian,0.3254982115482882,0.025,False,0.3254982115482882,
2018,Q1,Tesla,0.03364176376513594,0.025,False,0.03364176376513594,
2018,Q2,Tesla,0.035318036595991864,0.025,False,0.035318036595991864,
2018,Q3,Tesla,0.034188967777170946,0.025,False,0.034188967777170946,
2018,Q4,Tesla,0.03358678409277392,0.025,False,0.03358678409277392,
2019,Q1,Tesla,0.032828685258964145,0.025,False,0.032828685258964145,
2019,Q2,Tesla,0.03297960882230545,0.025,False,0.03297960882230545,
2019,Q3,Tesla,0.03409819886503824,0.025,False,0.03409819886503824,
2019,Q4,Tesla,0.031091370558375634,0.025,False,0.031091370558375634,
2020,Q1,Tesla,0.03211351755041075,0.025,False,0.03211351755041075,
2020,Q2,Tesla,0.030260602502145347,0.025,False,0.030260602502145347,
2020,Q3,Tesla,0.029456531471035902,0.025,False,0.029456531471035902,
2020,Q4,Tesla,0.03134938664243525,0.025,False,0.03134938664243525,
2021,Q1,Tesla,0.029612655885074692,0.025,False,0.029612655885074692,
2021,Q2,Tesla,0.02986143284336436,0.025,False,0.02986143284336436,
2021,Q3,Tesla,0.030411897401620855,0.025,False,0.030411897401620855,
2021,Q4,Tesla,0.03076276528682496,0.025,False,0.03076276528682496,
2022,Q1,Tesla,0.02978912858704011,0.025,False,0.02978912858704011,
2022,Q2,Tesla,0.029826939947364225,0.025,False,0.029826939947364225,
2022,Q3,Tesla,0.029609957190423336,0.025,False,0.029609957190423336,
2022,Q4,Tesla,0.030193050193050196,0.025,False,0.030193050193050196,
2023,Q1,Tesla,0.028604721094572245,0.025,False,0.028604721094572245,
2023,Q2,Tesla,0.03030646563125874,0.025,False,0.03030646563125874,
2023,Q3,Tesla,0.028951373287919416,0.025,False,0.028951373287919416,
2023,Q4,Tesla,0.028826033624359624,0.025,False,0.028826033624359624,
2024,Q1,Tesla,0.029208273894436518,0.025,False,0.029208273894436518,
2024,Q2,Tesla,0.02840988902935806,0.025,False,0.02840988902935806,
2024,Q3,Tesla,0.029205931263858093,0.025,False,0.029205931263858093,
2024,Q4,Tesla,0.029428834795671023,0.025,False,0.029428834795671023,
2025,Q1,Tesla,0.027861294848667065,0.025,False,0.027861294848667065,
2025,Q2,Tesla,0.026998292470762585,0.025,False,0.026998292470762585,
2025,Q3,Tesla,0.028340210472443464,0.025,False,0.028340210472443464,
2025,Q4,Tesla,0.027935714989976008,0.025,False,0.027935714989976008,
2018,Q1,Toyota,0.03945135746606335,0.025,False,0.03945135746606335,
2018,Q2,Toyota,0.04128057820607858,0.025,False,0.04128057820607858,
2018,Q3,Toyota,0.043081870724048475,0.025,False,0.043081870724048475,
2018,Q4,Toyota,0.04160563896008788,0.025,False,0.04160563896008788,
2019,Q1,Toyota,0.04149586260495878,0.025,False,0.04149586260495878,
2019,Q2,Toyota,0.04090854680392627,0.025,False,0.04090854680392627,
2019,Q3,Toyota,0.03956621565031552,0.025,False,0.03956621565031552,
2019,Q4,Toyota,0.041075844710771615,0.025,False,0.041075844710771615,
2020,Q1,Toyota,0.039865063068348486,0.025,False,0.039865063068348486,
2020,Q2,Toyota,0.038800808838613254,0.025,False,0.038800808838613254,
2020,Q3,Toyota,0.04068475846147145,0.025,False,0.04068475846147145,
2020,Q4,Toyota,0.03970046854082999,0.025,False,0.03970046854082999,
2021,Q1,Toyota,0.03874798995683696,0.025,False,0.03874798995683696,
2021,Q2,Toyota,0.03952362810255542,0.025,False,0.03952362810255542,
2021,Q3,Toyota,0.0398576701452508,0.025,False,0.0398576701452508,
2021,Q4,Toyota,0.03910021896122619,0.025,False,0.03910021896122619,
2022,Q1,Toyota,0.039353439227485826,0.025,False,0.039353439227485826,
2022,Q2,Toyota,0.04234705951958348,0.025,False,0.04234705951958348,
2022,Q3,Toyota,0.039242776486217205,0.025,False,0.039242776486217205,
2022,Q4,Toyota,0.03946635580597112,0.025,False,0.03946635580597112,
2023,Q1,Toyota,0.03840542512090347,0.025,False,0.03840542512090347,
2023,Q2,Toyota,0.03880300323694142,0.025,False,0.03880300323694142,
2023,Q3,Toyota,0.04145468000475731,0.025,False,0.04145468000475731,
2023,Q4,Toyota,0.037755657024322986,0.025,False,0.037755657024322986,
2024,Q1,Toyota,0.040920123264883146,0.025,False,0.040920123264883146,
2024,Q2,Toyota,0.03690203866167266,0.025,False,0.03690203866167266,
2024,Q3,Toyota,0.038731304796286746,0.025,False,0.038731304796286746,
2024,Q4,Toyota,0.039690946476415974,0.025,False,0.039690946476415974,
2025,Q1,Toyota,0.03933031813743126,0.025,False,0.03933031813743126,
2025,Q2,Toyota,0.039882116750746426,0.025,False,0.039882116750746426,
2025,Q3,Toyota,0.03783536736004743,0.025,False,0.03783536736004743,
2025,Q4,Toyota,0.0378195779265298,0.025,False,0.0378195779265298,
